province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,population_total,population_male,population_female,average_household_size,sex_ratio,total_population_10_years_and_older,male_population_10_years_and_older,female_population_10_years_and_older,total_usually_economically_active_employed,male_usually_economically_active_employed,female_usually_economically_active_employed,total_usually_economically_active_unemployed,male_usually_economically_active_unemployed,female_usually_economically_active_unemployed,total_not_usually_economically_active,male_not_usually_economically_active,female_not_usually_economically_active,total_not_economically_active,male_not_economically_active,female_not_economically_active,total_economic_activity_not_stated,male_economic_activity_not_stated,female_economic_activity_not_stated,total_all_ages,total_00_04_yrs,total_05_09_yrs,total_10_14_yrs,total_15_19_yrs,total_20_24_yrs,total_25_29_yrs,total_30_34_yrs,total_35_39_yrs,total_40_44_yrs,total_45_49_yrs,total_50_54_yrs,total_55_59_yrs,total_60_64_yrs,total_65_69_yrs,total_70_74_yrs,total_75_79_yrs,total_80_84_yrs,total_85_89_yrs,total_90_94_yrs,total_95plus_yrs,male_all_ages,male_00_04_yrs,male_05_09_yrs,male_10_14_yrs,male_15_19_yrs,male_20_24_yrs,male_25_29_yrs,male_30_34_yrs,male_35_39_yrs,male_40_44_yrs,male_45_49_yrs,male_50_54_yrs,male_55_59_yrs,male_60_64_yrs,male_65_69_yrs,male_70_74_yrs,male_75_79_yrs,male_80_84_yrs,male_85_89_yrs,male_90_94_yrs,male_95plus_yrs,female_all_ages,female_00_04_yrs,female_05_09_yrs,female_10_14_yrs,female_15_19_yrs,female_20_24_yrs,female_25_29_yrs,female_30_34_yrs,female_35_39_yrs,female_40_44_yrs,female_45_49_yrs,female_50_54_yrs,female_55_59_yrs,female_60_64_yrs,female_65_69_yrs,female_70_74_yrs,female_75_79_yrs,female_80_84_yrs,female_85_89_yrs,female_90_94_yrs,female_95plus_yrs,total_children_5_17,male_children_5_17,female_children_5_17,currently_attending_school_male,currently_attending_school_female,oos_ever_attended_school_male,oos_ever_attended_school_female,oos_never_attended_school_male,oos_never_attended_school_female,currently_attending_school_total_pc,currently_attending_school_male_pc,currently_attending_school_female_pc,oos_ever_attended_school_total_pc,oos_ever_attended_school_male_pc,oos_ever_attended_school_female_pc,oos_never_attended_school_total_pc,oos_never_attended_school_male_pc,oos_never_attended_school_female_pc,population_15plus_total,population_15plus_male,population_15plus_female,literate_population_total,literate_population_male,literate_population_female,literacy_rate_total,literacy_rate_male,literacy_rate_female,population_0_14,population_15_64,population_65plus,child_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio,population_5plus_total,population_5plus_male,population_5plus_female,education_level_illiterate_male,education_level_illiterate_female,education_level_early_childhood_male,education_level_early_childhood_female,education_level_basic_level_male,education_level_basic_level_female,education_level_secondary_male,education_level_secondary_female,education_level_higher_education_male,education_level_higher_education_female,education_level_other_male,education_level_other_female,education_level_illiterate_pc_total,education_level_illiterate_pc_male,education_level_illiterate_pc_female,education_level_early_childhood_pc_total,education_level_early_childhood_pc_male,education_level_early_childhood_pc_female,education_level_basic_level_pc_total,education_level_basic_level_pc_male,education_level_basic_level_pc_female,education_level_secondary_pc_total,education_level_secondary_pc_male,education_level_secondary_pc_female,education_level_higher_education_pc_total,education_level_higher_education_pc_male,education_level_higher_education_pc_female,education_level_other_pc_total,education_level_other_pc_male,education_level_other_pc_female,population_urban,population_peri_urban,population_rural,population_pc_urban,population_pc_peri_urban,population_pc_rural,population_20_24_total,population_20_24_male,population_20_24_female,population_married_before_18_total,population_married_before_18_male,population_married_before_18_female,child_marriage_rate_total,child_marriage_rate_male,child_marriage_rate_female,total_population,population_with_disabilities,population_without_disabilities,population_disability_not_reported,disability_prevlance_rate,population_density
Bagmati,Lalitpur,Godawari,NP03,NP0325,NP0325301,24045,97633,48140,49493,4.060428363485132,97.26628008001131,84891,41427,43464,39498,23590,15908,2173,1138,1035,11974,4350,7624,31160,12319,18841,86,30,56,97633,5861,6881,7473,8331,9043,9335,9278,8671,7635,5903,5674,3925,3284,2358,1726,1163,549,330,139,74,48140,3088,3625,3901,4206,4352,4403,4425,4151,3766,2907,2856,1941,1576,1145,811,528,238,140,59,22,49493,2773,3256,3572,4125,4691,4932,4853,4520,3869,2996,2818,1984,1708,1213,915,635,311,190,80,52,19195,9967,9228,9428,8842,445,285,94,101,95.18,94.59,95.82,3.8,4.46,3.09,1.02,0.94,1.09,77418,37526,39892,62011,33278,28733,80.1,88.68,72.03,20215,71079,6339,28.44,8.92,37.36,91772,45052,46720,4362,11272,1288,1077,16678,13867,16941,15019,4912,4116,871,1369,17.04,9.68,24.13,2.58,2.86,2.31,33.28,37.02,29.68,34.83,37.6,32.15,9.84,10.9,8.81,2.44,1.93,2.93,55372,39380,2881,56.71,40.33,2.95,9043,4352,4691,654,151,503,7.23,3.47,10.72,97633,1936,95690,7,1.98,NA
Bagmati,Lalitpur,Konjyosom,NP03,NP0325,NP0325402,2142,8989,4398,4591,4.196545284780579,95.7961228490525,7636,3707,3929,4303,2257,2046,192,83,109,896,382,514,2243,983,1260,2,2,0,8989,614,739,826,929,863,835,638,642,630,500,477,355,327,262,161,110,43,26,10,2,4398,321,370,410,467,443,382,306,306,309,222,235,174,165,137,69,51,17,9,5,0,4591,293,369,416,462,420,453,332,336,321,278,242,181,162,125,92,59,26,17,5,2,2095,1037,1058,962,990,51,44,24,24,93.17,92.77,93.57,4.53,4.92,4.16,2.29,2.31,2.27,6810,3297,3513,4670,2581,2089,68.58,78.28,59.46,2179,6196,614,35.17,9.91,45.08,8375,4077,4298,737,1446,104,101,1901,1570,1083,932,118,113,134,136,26.07,18.08,33.64,2.45,2.55,2.35,41.44,46.63,36.53,24.06,26.56,21.68,2.76,2.89,2.63,3.22,3.29,3.16,0,0,8989,0,0,100,863,443,420,118,32,86,13.67,7.22,20.48,8989,206,8783,0,2.29,NA
Bagmati,Lalitpur,Mahankal,NP03,NP0325,NP0325403,1939,8122,4072,4050,4.188757091284167,100.54320987654322,6988,3498,3490,4967,2495,2472,66,42,24,559,282,277,1396,679,717,0,0,0,8122,539,595,709,756,766,647,602,612,567,461,484,370,338,276,165,126,61,34,7,7,4072,273,301,383,363,388,317,300,298,271,230,238,196,175,136,88,64,30,14,3,4,4050,266,294,326,393,378,330,302,314,296,231,246,174,163,140,77,62,31,20,4,3,1763,891,872,848,841,36,23,7,8,95.8,95.17,96.44,3.35,4.04,2.64,0.85,0.79,0.92,6279,3115,3164,4782,2612,2170,76.16,83.85,68.58,1843,5603,676,32.89,12.06,44.96,7583,3799,3784,511,999,74,65,1695,1381,1210,983,186,126,123,230,19.91,13.45,26.4,1.83,1.95,1.72,40.56,44.62,36.5,28.92,31.85,25.98,4.11,4.9,3.33,4.66,3.24,6.08,0,0,8122,0,0,100,766,388,378,75,12,63,9.79,3.09,16.67,8122,120,8001,1,1.48,NA
Bagmati,Lalitpur,Bagmati,NP03,NP0325,NP0325401,2739,11353,5700,5653,4.144943410003651,100.83141694675393,9570,4766,4804,6087,3132,2955,172,106,66,1289,539,750,2021,988,1033,1,1,0,11353,849,934,1059,1075,1030,947,871,803,686,574,661,481,463,356,255,176,64,48,12,9,5700,432,502,504,539,527,472,443,398,333,288,311,258,238,187,129,70,39,19,5,6,5653,417,432,555,536,503,475,428,405,353,286,350,223,225,169,126,106,25,29,7,3,2659,1344,1315,1194,1191,102,84,48,39,89.7,88.84,90.57,7,7.59,6.39,3.27,3.57,2.97,8511,4262,4249,5573,3167,2406,65.48,74.31,56.63,2842,7591,920,37.44,12.12,49.56,10504,5268,5236,1135,1872,106,102,2567,1999,1183,1031,176,170,101,62,28.63,21.55,35.75,1.98,2.01,1.95,43.47,48.73,38.18,21.08,22.46,19.69,3.29,3.34,3.25,1.55,1.92,1.18,0,0,11353,0,0,100,1030,527,503,137,37,100,13.3,7.02,19.88,11353,263,11090,0,2.32,NA
Bagmati,Kavrepalanchok,Chauri Deurali,NP03,NP0324,NP0324402,4156,14076,6661,7415,3.386910490856593,89.83142279163857,12447,5826,6621,5924,3019,2905,363,241,122,2812,1135,1677,3341,1426,1915,7,5,2,14076,807,822,1155,1406,1028,820,712,766,873,979,1012,844,840,677,589,375,220,93,35,23,6661,429,406,567,676,507,401,329,342,366,425,494,419,398,313,259,176,94,40,14,6,7415,378,416,588,730,521,419,383,424,507,554,518,425,442,364,330,199,126,53,21,17,2825,1394,1431,1289,1343,78,58,27,30,93.17,92.47,93.85,4.81,5.6,4.05,2.02,1.94,2.1,11292,5259,6033,5754,3330,2424,50.96,63.32,40.18,2784,9280,2012,30,21.68,51.68,13269,6232,7037,1962,3644,120,77,2159,1622,1668,1481,224,108,99,105,42.25,31.48,51.78,1.48,1.93,1.09,28.49,34.64,23.05,23.73,26.77,21.05,2.5,3.59,1.53,1.54,1.59,1.49,0,0,14076,0,0,100,1028,507,521,111,22,89,10.8,4.34,17.08,14076,567,13506,3,4.03,NA
Bagmati,Kavrepalanchok,Bhumlu,NP03,NP0324,NP0324401,4518,15678,7596,8082,3.4701195219123506,93.98663697104676,13654,6544,7110,7598,3911,3687,201,125,76,2338,997,1341,3507,1507,2000,10,4,6,15678,939,1085,1300,1447,1206,1135,989,972,943,907,1108,867,892,691,487,384,165,110,36,15,7596,506,546,626,686,586,575,512,428,430,405,510,440,448,345,213,185,86,51,11,7,8082,433,539,674,761,620,560,477,544,513,502,598,427,444,346,274,199,79,59,25,8,3278,1584,1694,1461,1566,86,94,37,34,92.34,92.23,92.44,5.49,5.43,5.55,2.17,2.34,2.01,12354,5918,6436,7552,4286,3266,61.13,72.42,50.75,3324,10466,1888,31.76,18.04,49.8,14739,7090,7649,1664,3193,131,111,2887,2243,1963,1637,197,177,248,288,32.95,23.47,41.74,1.64,1.85,1.45,34.81,40.72,29.32,24.42,27.69,21.4,2.54,2.78,2.31,3.64,3.5,3.77,0,0,15678,0,0,100,1206,586,620,141,31,110,11.69,5.29,17.74,15678,497,15179,2,3.17,NA
Bagmati,Kavrepalanchok,Mandan Deupur,NP03,NP0324,NP0324301,7924,30381,14853,15528,3.8340484603735487,95.65301391035548,26107,12608,13499,15124,7945,7179,536,311,225,4466,1770,2696,5962,2574,3388,19,8,11,30381,2070,2204,2395,2674,2511,2439,2196,2104,2174,1930,2022,1496,1414,984,778,508,272,150,36,24,14853,1073,1172,1235,1282,1220,1192,1083,997,1037,903,964,734,690,468,377,219,127,63,10,7,15528,997,1032,1160,1392,1291,1247,1113,1107,1137,1027,1058,762,724,516,401,289,145,87,26,17,6201,3179,3022,2922,2834,196,147,61,41,92.82,91.92,93.78,5.53,6.17,4.86,1.64,1.92,1.36,23712,11373,12339,16050,8899,7151,67.69,78.25,57.95,6669,20960,2752,31.82,13.13,44.95,28311,13780,14531,2521,5223,421,318,5702,4406,4216,3506,503,447,417,631,27.35,18.29,35.94,2.61,3.06,2.19,35.7,41.38,30.32,27.28,30.6,24.13,3.36,3.65,3.08,3.7,3.03,4.34,15845,0,14536,52.15,0,47.85,2511,1220,1291,305,72,233,12.15,5.9,18.05,30381,871,29504,6,2.87,NA
Bagmati,Kavrepalanchok,Banepa,NP03,NP0324,NP0324302,16698,67690,33172,34518,4.053778895676129,96.10058520192364,57912,27876,30036,29071,16662,12409,1403,692,711,7880,2872,5008,19497,7617,11880,61,33,28,67690,4545,5233,5278,6083,6309,6629,6289,5703,5051,3843,3722,2643,2158,1528,1159,798,390,225,77,27,33172,2454,2842,2745,3092,2941,3080,2938,2673,2490,1892,1833,1282,1016,713,504,372,170,89,35,11,34518,2091,2391,2533,2991,3368,3549,3351,3030,2561,1951,1889,1361,1142,815,655,426,220,136,42,16,13982,7343,6639,6971,6332,273,225,99,82,95.14,94.93,95.38,3.56,3.72,3.39,1.29,1.35,1.24,52634,25131,27503,43228,22716,20512,82.13,90.39,74.58,15056,48430,4204,31.09,8.68,39.77,63145,30718,32427,2524,7070,1047,863,10745,9354,12693,11492,3173,2729,536,919,15.19,8.22,21.8,3.02,3.41,2.66,31.83,34.98,28.85,38.3,41.32,35.44,9.35,10.33,8.42,2.3,1.74,2.83,49618,15778,2294,73.3,23.31,3.39,6309,2941,3368,448,93,355,7.1,3.16,10.54,67690,1019,66668,3,1.51,NA
Bagmati,Kavrepalanchok,Dhulikhel,NP03,NP0324,NP0324303,8570,33726,16462,17264,3.935355892648775,95.35449490268768,28904,13881,15023,15653,8336,7317,676,358,318,4821,1846,2975,7731,3331,4400,23,10,13,33726,2274,2548,2628,2915,3337,3256,2884,2694,2358,1940,1869,1413,1210,904,644,462,215,124,36,15,16462,1221,1360,1417,1432,1612,1509,1353,1271,1111,932,902,690,571,412,284,211,103,53,14,4,17264,1053,1188,1211,1483,1725,1747,1531,1423,1247,1008,967,723,639,492,360,251,112,71,22,11,6886,3607,3279,3440,3157,133,102,33,20,95.8,95.37,96.28,3.41,3.69,3.11,0.77,0.91,0.61,26276,12464,13812,20093,10742,9351,76.47,86.18,67.7,7450,23876,2400,31.2,10.05,41.25,31452,15241,16211,1765,4484,487,424,5664,4573,5743,5282,1334,1045,248,403,19.87,11.58,27.66,2.9,3.2,2.62,32.55,37.16,28.21,35.05,37.68,32.58,7.56,8.75,6.45,2.07,1.63,2.49,16186,15558,1982,47.99,46.13,5.88,3337,1612,1725,244,44,200,7.31,2.73,11.59,33726,641,33076,9,1.9,NA
Bagmati,Kavrepalanchok,Panchkhal,NP03,NP0324,NP0324304,9133,35521,17212,18309,3.88930252928939,94.00841116390846,30608,14608,16000,17102,9077,8025,623,291,332,4927,1957,2970,7939,3271,4668,17,12,5,35521,2332,2581,2767,3197,3073,3058,2782,2636,2468,2211,2261,1739,1439,1047,875,572,273,132,52,26,17212,1228,1376,1423,1614,1468,1421,1345,1210,1150,1040,1097,844,658,489,420,221,122,57,20,9,18309,1104,1205,1344,1583,1605,1637,1437,1426,1318,1171,1164,895,781,558,455,351,151,75,32,17,7193,3715,3478,3468,3311,189,128,58,39,94.24,93.35,95.2,4.41,5.09,3.68,1.35,1.56,1.12,27841,13185,14656,19694,10766,8928,70.74,81.65,60.92,7680,24864,2977,30.89,11.97,42.86,33189,15984,17205,2484,5764,446,391,6643,5012,5163,4466,812,694,436,878,24.85,15.54,33.5,2.52,2.79,2.27,35.12,41.56,29.13,29.01,32.3,25.96,4.54,5.08,4.03,3.96,2.73,5.1,7714,14097,13710,21.72,39.69,38.6,3073,1468,1605,335,86,249,10.9,5.86,15.51,35521,932,34585,4,2.62,NA
Bagmati,Kavrepalanchok,Temal,NP03,NP0324,NP0324405,4869,16957,8220,8737,3.4826453070445678,94.08263706077601,14778,7075,7703,8036,3987,4049,223,136,87,2893,1276,1617,3623,1675,1948,3,1,2,16957,1083,1096,1253,1495,1223,1116,971,969,976,1009,1300,1094,1089,763,663,468,223,95,42,29,8220,577,568,602,730,579,566,500,450,447,436,633,488,538,376,320,232,101,47,16,14,8737,506,528,651,765,644,550,471,519,529,573,667,606,551,387,343,236,122,48,26,15,3248,1611,1637,1490,1552,95,60,26,25,93.66,92.49,94.81,4.77,5.9,3.67,1.57,1.61,1.53,13525,6473,7052,7409,4213,3196,54.78,65.09,45.32,3432,11242,2283,30.53,20.31,50.84,15874,7643,8231,2275,3877,143,137,2854,2017,1953,1764,180,114,238,322,38.76,29.77,47.1,1.76,1.87,1.66,30.69,37.34,24.5,23.42,25.55,21.43,1.85,2.36,1.39,3.53,3.11,3.91,0,0,16957,0,0,100,1223,579,644,141,28,113,11.53,4.84,17.55,16957,601,16352,4,3.54,NA
Bagmati,Kavrepalanchok,Namobuddha,NP03,NP0324,NP0324306,7148,26160,12496,13664,3.65976496922216,91.4519906323185,22435,10543,11892,13941,7016,6925,426,219,207,2357,923,1434,5691,2371,3320,20,14,6,26160,1724,2001,2202,2288,2009,2095,1916,1785,1647,1472,1607,1370,1352,1009,715,474,291,137,43,23,12496,935,1018,1080,1085,920,1000,940,810,757,669,709,650,617,500,337,231,142,67,19,10,13664,789,983,1122,1203,1089,1095,976,975,890,803,898,720,735,509,378,243,149,70,24,13,5609,2771,2838,2582,2701,148,106,40,30,94.19,93.18,95.17,4.53,5.34,3.74,1.25,1.44,1.06,20233,9463,10770,13236,7241,5995,65.42,76.52,55.66,5927,17541,2692,33.79,15.35,49.14,24436,11561,12875,2270,4808,350,268,4873,3890,3351,3060,324,289,393,560,28.97,19.63,37.34,2.53,3.03,2.08,35.86,42.15,30.21,26.24,28.99,23.77,2.51,2.8,2.24,3.9,3.4,4.35,0,3441,22719,0,13.15,86.85,2009,920,1089,190,31,159,9.46,3.37,14.6,26160,811,25341,8,3.1,NA
Bagmati,Kavrepalanchok,Panauti,NP03,NP0324,NP0324305,12806,51504,25015,26489,4.0218647508980165,94.43542602589754,44304,21106,23198,23646,12487,11159,1014,532,482,6588,2624,3964,13040,5453,7587,16,10,6,51504,3368,3832,3977,4440,4780,4635,4459,3966,3652,3001,3036,2359,2038,1504,1046,736,377,205,62,31,25015,1859,2050,2052,2272,2273,2159,2082,1848,1683,1388,1438,1129,958,703,478,331,177,90,33,12,26489,1509,1782,1925,2168,2507,2476,2377,2118,1969,1613,1598,1230,1080,801,568,405,200,115,29,19,10413,5440,4973,5105,4751,249,168,86,54,94.65,93.84,95.54,4,4.58,3.38,1.34,1.58,1.09,40327,19054,21273,31347,16811,14536,77.73,88.23,68.33,11177,36366,3961,30.73,10.89,41.63,48136,23156,24980,2330,6794,722,584,9060,7542,8950,7817,1577,1413,517,830,18.95,10.06,27.2,2.71,3.12,2.34,34.49,39.13,30.19,34.83,38.65,31.29,6.21,6.81,5.66,2.8,2.23,3.32,8212,32755,10537,15.94,63.6,20.46,4780,2273,2507,362,73,289,7.57,3.21,11.53,51504,949,50554,1,1.84,NA
Bagmati,Kavrepalanchok,Bethanchowk,NP03,NP0324,NP0324403,3861,14959,7150,7809,3.8743848743848743,91.56101933666282,12566,5927,6639,8606,4080,4526,78,45,33,1133,497,636,2746,1303,1443,3,2,1,14959,1161,1232,1246,1326,1259,1245,1032,1018,961,795,914,747,693,498,369,261,126,54,9,13,7150,590,633,626,639,543,582,494,455,457,368,423,350,350,243,177,119,65,26,3,7,7809,571,599,620,687,716,663,538,563,504,427,491,397,343,255,192,142,61,28,6,6,3260,1631,1629,1515,1509,76,89,40,31,92.76,92.89,92.63,5.06,4.66,5.46,2.18,2.45,1.9,11320,5301,6019,7472,3974,3498,66.01,74.97,58.12,3639,9990,1330,36.43,13.31,49.74,13798,6560,7238,1362,2549,196,165,2846,2304,1794,1706,170,150,192,364,28.34,20.76,35.22,2.62,2.99,2.28,37.32,43.38,31.83,25.37,27.35,23.57,2.32,2.59,2.07,4.03,2.93,5.03,0,0,14959,0,0,100,1259,543,716,123,28,95,9.77,5.16,13.27,14959,331,14628,0,2.21,NA
Bagmati,Kavrepalanchok,Roshi,NP03,NP0324,NP0324404,6075,23790,11486,12304,3.916049382716049,93.351755526658,20349,9761,10588,12554,6261,6293,344,188,156,3652,1600,2052,3788,1704,2084,11,8,3,23790,1631,1810,2223,2267,1932,1732,1495,1409,1457,1329,1584,1226,1187,910,722,479,217,133,30,17,11486,833,892,1042,1105,924,879,728,660,675,584,734,611,582,451,358,235,104,71,14,4,12304,798,918,1181,1162,1008,853,767,749,782,745,850,615,605,459,364,244,113,62,16,13,5402,2606,2796,2411,2631,168,145,27,20,93.34,92.52,94.1,5.79,6.45,5.19,0.87,1.04,0.72,18126,8719,9407,11412,6333,5079,62.96,72.63,53.99,5664,15618,2508,36.27,16.06,52.32,22159,10653,11506,2409,4346,253,246,4772,3812,2615,2447,225,155,379,500,30.48,22.61,37.77,2.25,2.37,2.14,38.74,44.79,33.13,22.84,24.55,21.27,1.71,2.11,1.35,3.97,3.56,4.35,0,0,23790,0,0,100,1932,924,1008,244,57,187,12.63,6.17,18.55,23790,665,23125,0,2.8,NA
Bagmati,Kavrepalanchok,Mahabharat,NP03,NP0324,NP0324407,3174,16079,7880,8199,5.065847511027095,96.10928161970972,13086,6393,6693,7508,3759,3749,146,87,59,2175,1030,1145,3247,1511,1736,10,6,4,16079,1426,1567,1956,1907,1470,1121,871,901,871,827,833,627,638,379,295,220,108,36,15,11,7880,727,760,971,904,723,552,430,432,412,399,410,323,326,191,140,97,52,20,8,3,8199,699,807,985,1003,747,569,441,469,459,428,423,304,312,188,155,123,56,16,7,8,4688,2279,2409,2038,2178,162,141,79,90,89.93,89.43,90.41,6.46,7.11,5.85,3.6,3.47,3.74,11130,5422,5708,6963,3845,3118,62.56,70.91,54.63,4949,10066,1064,49.17,10.57,59.74,14653,7153,7500,1665,2689,145,174,3435,2909,1586,1378,97,66,225,284,29.71,23.28,35.85,2.18,2.03,2.32,43.29,48.02,38.79,20.23,22.17,18.37,1.11,1.36,0.88,3.47,3.15,3.79,0,0,16079,0,0,100,1470,723,747,238,62,176,16.19,8.58,23.56,16079,357,15720,2,2.22,NA
Bagmati,Kavrepalanchok,Khanikhola,NP03,NP0324,NP0324406,2398,12201,6049,6152,5.087989991659716,98.3257477243173,9817,4867,4950,4674,2351,2323,221,180,41,2976,1393,1583,1946,943,1003,0,0,0,12201,1220,1164,1425,1460,1236,981,724,711,601,568,596,416,379,263,206,137,59,36,11,8,6049,598,584,711,732,600,486,381,335,306,277,317,201,182,132,95,64,28,16,2,2,6152,622,580,714,728,636,495,343,376,295,291,279,215,197,131,111,73,31,20,9,6,3476,1728,1748,1438,1505,233,203,57,40,84.67,83.22,86.1,12.54,13.48,11.61,2.79,3.3,2.29,8392,4156,4236,5745,3215,2530,68.46,77.36,59.73,3809,7672,720,49.65,9.38,59.03,10981,5451,5530,986,1739,154,159,2926,2379,1191,1003,94,82,100,168,24.82,18.09,31.45,2.85,2.83,2.88,48.31,53.68,43.02,19.98,21.85,18.14,1.6,1.72,1.48,2.44,1.83,3.04,0,0,12201,0,0,100,1236,600,636,242,79,163,19.58,13.17,25.63,12201,280,11920,1,2.29,NA
Bagmati,Ramechhap,Umakunda,NP03,NP0321,NP0321404,4113,16590,8163,8427,4.033552151714077,96.86721253114987,14090,6927,7163,5204,2949,2255,467,372,95,3013,1246,1767,5383,2342,3041,23,18,5,16590,1135,1365,1600,1699,1533,1377,1123,1014,817,835,903,798,787,593,421,284,171,99,25,11,8163,573,663,793,840,734,698,576,498,413,390,420,394,390,318,177,127,89,50,14,6,8427,562,702,807,859,799,679,547,516,404,445,483,404,397,275,244,157,82,49,11,5,3920,1909,2011,1787,1913,90,74,32,24,94.39,93.61,95.13,4.18,4.71,3.68,1.43,1.68,1.19,12490,6134,6356,8554,4842,3712,68.49,78.94,58.4,4100,10886,1604,37.66,14.73,52.4,15455,7590,7865,1316,2660,210,191,3495,2720,2162,1925,199,128,208,241,25.73,17.34,33.82,2.59,2.77,2.43,40.21,46.05,34.58,26.44,28.48,24.48,2.12,2.62,1.63,2.91,2.74,3.06,0,0,16590,0,0,100,1533,734,799,150,29,121,9.78,3.95,15.14,16590,761,15829,0,4.59,NA
Bagmati,Ramechhap,Gokulganga,NP03,NP0321,NP0321403,4683,17798,8553,9245,3.800555199658339,92.51487290427258,14900,7118,7782,6496,3461,3035,611,369,242,3157,1311,1846,4620,1969,2651,16,8,8,17798,1425,1473,1544,1671,1696,1375,1187,998,918,923,1054,812,831,615,542,366,210,105,32,21,8553,705,730,769,855,781,685,554,481,435,404,471,397,409,299,261,159,82,51,17,8,9245,720,743,775,816,915,690,633,517,483,519,583,415,422,316,281,207,128,54,15,13,4032,2022,2010,1882,1905,110,71,30,33,93.92,93.08,94.78,4.49,5.44,3.53,1.56,1.48,1.64,13356,6349,7007,8774,4811,3963,65.69,75.78,56.56,4442,11465,1891,38.74,16.49,55.24,16373,7848,8525,1567,3076,221,194,3371,2733,2181,1887,205,189,303,446,28.36,19.97,36.08,2.53,2.82,2.28,37.28,42.95,32.06,24.85,27.79,22.13,2.41,2.61,2.22,4.57,3.86,5.23,0,0,17798,0,0,100,1696,781,915,189,28,161,11.14,3.59,17.6,17798,526,17272,0,2.96,NA
Bagmati,Ramechhap,Likhu Tamakoshi,NP03,NP0321,NP0321406,5296,18325,8497,9828,3.4601586102719035,86.45706145706146,15869,7266,8603,8694,4188,4506,208,107,101,3542,1419,2123,3424,1552,1872,1,0,1,18325,1105,1351,1885,1926,1358,1050,920,986,1012,1025,1294,1079,979,799,615,465,271,138,44,23,8497,573,658,909,924,612,477,419,398,422,445,603,508,491,360,269,213,125,61,20,10,9828,532,693,976,1002,746,573,501,588,590,580,691,571,488,439,346,252,146,77,24,13,4462,2151,2311,2021,2190,110,94,20,27,94.37,93.96,94.76,4.57,5.11,4.07,1.05,0.93,1.17,13984,6357,7627,8903,4744,4159,63.67,74.63,54.53,4341,11629,2355,37.33,20.25,57.58,17220,7924,9296,1631,3498,206,202,3791,3103,1810,1823,197,149,289,521,29.79,20.58,37.63,2.37,2.6,2.17,40.03,47.84,33.38,21.1,22.84,19.61,2.01,2.49,1.6,4.7,3.65,5.6,0,0,18325,0,0,100,1358,612,746,169,34,135,12.44,5.56,18.1,18325,592,17733,0,3.23,NA
Bagmati,Ramechhap,Ramechhap,NP03,NP0321,NP0321302,6627,24971,11758,13213,3.7680700165987626,88.98811776280935,21349,9942,11407,10743,5407,5336,398,262,136,4511,1751,2760,5669,2513,3156,28,9,19,24971,1692,1930,2490,2506,1992,1701,1447,1448,1426,1316,1567,1238,1201,1003,842,615,276,195,57,29,11758,865,951,1254,1235,863,793,687,590,633,612,707,588,591,488,372,289,126,84,18,12,13213,827,979,1236,1271,1129,908,760,858,793,704,860,650,610,515,470,326,150,111,39,17,5957,2970,2987,2759,2809,167,132,44,45,93.47,92.9,94.04,5.02,5.62,4.42,1.49,1.48,1.51,18859,8688,10171,11597,6365,5232,61.49,73.26,51.44,6112,15842,3017,38.58,19.04,57.63,23279,10893,12386,2372,4991,271,272,4637,3538,2936,2792,317,253,360,540,31.63,21.78,40.3,2.33,2.49,2.2,35.12,42.57,28.56,24.61,26.95,22.54,2.45,2.91,2.04,3.87,3.3,4.36,0,0,24971,0,0,100,1992,863,1129,249,43,206,12.5,4.98,18.25,24971,1046,23924,1,4.19,NA
Bagmati,Ramechhap,Manthali,NP03,NP0321,NP0321301,10991,39695,18480,21215,3.6115913019743426,87.10817817581899,33943,15515,18428,14701,7612,7089,779,419,360,7417,2863,4554,11011,4604,6407,35,17,18,39695,2564,3188,3859,3832,3198,2911,2635,2355,2274,2060,2401,2022,1932,1540,1203,900,428,261,89,43,18480,1313,1652,1897,1866,1377,1292,1193,1007,1032,904,1099,965,920,717,527,386,178,102,41,12,21215,1251,1536,1962,1966,1821,1619,1442,1348,1242,1156,1302,1057,1012,823,676,514,250,159,48,31,9454,4722,4732,4428,4463,222,215,71,54,94.04,93.77,94.32,4.62,4.7,4.54,1.32,1.5,1.14,30084,13618,16466,19614,10479,9135,65.2,76.95,55.48,9611,25620,4464,37.51,17.42,54.94,37131,17167,19964,3203,7382,527,428,7465,6186,4747,4548,742,596,483,824,28.51,18.66,36.98,2.57,3.07,2.14,36.76,43.48,30.99,25.03,27.65,22.78,3.6,4.32,2.99,3.52,2.81,4.13,8779,0,30916,22.12,0,77.88,3198,1377,1821,424,65,359,13.26,4.72,19.71,39695,977,38715,3,2.46,NA
