province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,home_ownership_owned,home_ownership_rented,home_ownership_institutional,home_ownership_other,foundation_mud,foundation_mud_bonded_bricks_stone,foundation_cement_bonded_bricks_stone,foundation_reinforced_cement_concrete_with_pillars,foundation_wooden_pillars,outer_wall_mud_bonded_bricks_stone,outer_wall_cement_bonded_bricks_stone,outer_wall_wood_planks,outer_wall_bamboo,outer_wall_unbaked_bricks,outer_wall_galvanised_sheet,outer_wall_prefabricated_sheet,outer_wall_other,roof_galvanised_sheet,roof_reinforced_cement_concrete,roof_thatch_straw,roof_tile,roof_stone_slate,roof_wood_planks,roof_mud,roof_other,floor_mud,floor_wooden_plank_bamboo,floor_bricks_stone,floor_ceramic_tile,floor_cemented,floor_other,drinking_water_tap_piped_within_premises,drinking_water_tap_piped_outside_premises,drinking_water_tubewell_handpump,drinking_water_covered_well_kuwa,drinking_water_uncovered_well_kuwa,drinking_water_spout_water,drinking_water_river_stream,drinking_water_jar_bottle,drinking_water_other,cooking_fuel_wood_firewood,cooking_fuel_lpg,cooking_fuel_electricity,cooking_fuel_cowdung,cooking_fuel_biogas,cooking_fuel_kerosene,cooking_fuel_other,lighting_electricity,lighting_solar,lighting_kerosene,lighting_biogas,lighting_other,toilet_flush_public_sewerage,toilet_flush_septic_tank,toilet_pit,toilet_public,toilet_no_toilet,hh_amenities_without,hh_amenities_at_least_one,hh_amenities_radio,hh_amenities_television,hh_amenities_landline,hh_amenities_mobile_phone_ordinary,hh_amenities_mobile_phone_smart,hh_amenities_computer_laptop,hh_amenities_internet,hh_amenities_car_jeep_van,hh_amenities_motorcycle_scooter,hh_amenities_bicycle,hh_amenities_electric_fan,hh_amenities_refridgerator,hh_amenities_washing_machine,hh_amenities_air_conditioner,wealth_quintile_poorest_quintile_count,wealth_quintile_poorer_quintile_count,wealth_quintile_middle_quintile_count,wealth_quintile_richer_quintile_count,wealth_quintile_richest_quintile_count,wealth_quintile_poorest_quintile_pc,wealth_quintile_poorer_quintile_pc,wealth_quintile_middle_quintile_pc,wealth_quintile_richer_quintile_pc,wealth_quintile_richest_quintile_pc,house_quality_most_adequate_count,house_quality_adequate_count,house_quality_moderate_count,house_quality_inadequate_count,house_quality_least_adequate_count,house_quality_most_adequate_pc,house_quality_adequate_pc,house_quality_moderate_pc,house_quality_inadequate_pc,house_quality_least_adequate_pc
Bagmati,Kavrepalanchok,Panauti,NP03,NP0324,NP0324305,12806,11104,1568,42,92,5060,3528,3878,216,124,5010,7367,41,19,42,287,13,27,5903,6586,20,196,91,6,0,4,5046,401,43,191,7067,58,5074,4731,41,1207,905,702,46,79,21,4095,8645,28,2,24,8,4,12665,122,5,1,13,1976,9568,1067,99,96,255,12551,4069,9726,726,10620,10617,2872,6410,597,4138,1018,3508,3529,481,51,737,2193,2980,3417,3479,5.76,17.12,23.27,26.68,27.17,4973,4053,3627,148,5,38.83,31.65,28.32,1.16,0.04
Bagmati,Kavrepalanchok,Bethanchowk,NP03,NP0324,NP0324403,3861,3776,75,5,5,3357,316,139,32,17,3367,438,12,3,0,40,1,0,3436,356,6,35,28,0,0,0,3263,53,8,9,514,14,1838,1946,2,4,30,35,5,0,1,3094,742,5,1,18,0,1,3817,39,4,0,1,108,3576,140,3,34,232,3629,1726,2171,88,3265,2152,188,626,45,502,74,127,132,2,4,1006,1595,906,277,77,26.06,41.31,23.47,7.17,1.99,249,679,2913,20,0,6.45,17.59,75.45,0.52,0
Bagmati,Kavrepalanchok,Roshi,NP03,NP0324,NP0324404,6075,5961,98,8,8,5109,734,161,54,17,5106,894,21,9,0,41,2,2,5443,485,25,100,14,5,0,3,5119,107,11,17,792,29,2687,3116,6,6,43,164,40,3,10,4858,1149,11,0,54,2,1,5928,124,8,1,14,209,4649,1059,27,131,463,5612,1909,2491,49,5062,3529,119,1827,75,479,38,496,136,3,7,1902,2357,1287,426,103,31.31,38.8,21.19,7.01,1.7,324,1210,4465,74,2,5.33,19.92,73.5,1.22,0.03
Bagmati,Kavrepalanchok,Mahabharat,NP03,NP0324,NP0324407,3174,3165,6,2,1,2778,308,8,78,2,2830,251,65,18,0,8,0,2,3035,34,38,5,60,1,0,1,2865,133,8,6,143,19,999,1959,2,10,31,158,14,0,1,3102,66,0,0,4,2,0,2023,1139,6,1,5,227,2799,75,7,66,251,2923,658,372,10,2813,2235,34,18,7,81,2,4,0,0,1,954,1931,267,21,1,30.06,60.84,8.41,0.66,0.03,8,334,2780,49,3,0.25,10.52,87.59,1.54,0.09
Bagmati,Kavrepalanchok,Khanikhola,NP03,NP0324,NP0324406,2398,2366,19,4,9,2237,127,9,25,0,2233,129,19,6,0,9,0,2,2346,22,12,6,9,1,0,2,2147,73,6,0,167,5,1716,553,1,0,115,5,3,1,4,2237,159,0,0,0,1,1,1234,1143,5,0,16,21,1732,226,38,381,180,2218,753,364,6,2105,1551,41,301,3,65,15,55,20,0,0,1026,1073,226,67,6,42.79,44.75,9.42,2.79,0.25,70,149,2116,60,3,2.92,6.21,88.24,2.5,0.13
Bagmati,Ramechhap,Umakunda,NP03,NP0321,NP0321404,4113,3953,128,10,22,3745,253,48,55,12,3758,254,68,8,4,20,0,1,3373,117,10,5,587,18,0,3,2692,79,29,8,1290,15,1963,2018,0,7,46,57,17,2,3,3797,308,6,0,2,0,0,3985,102,2,0,24,117,3438,517,3,38,395,3718,2054,1738,49,3309,1718,103,70,14,267,32,30,16,4,3,1280,2113,621,74,25,31.12,51.37,15.1,1.8,0.61,42,1211,2798,59,3,1.02,29.44,68.03,1.43,0.07
Bagmati,Ramechhap,Gokulganga,NP03,NP0321,NP0321403,4683,4590,80,5,8,2953,1467,185,73,5,3033,1528,72,10,7,30,0,3,3992,388,12,8,267,10,0,6,2369,100,36,24,2131,23,1706,2763,0,1,51,142,12,2,6,4182,403,12,1,75,7,3,4608,39,18,2,16,136,3300,1175,13,59,296,4387,1723,2000,42,3934,2602,281,719,30,349,131,102,97,9,4,1069,1555,1620,351,88,22.83,33.21,34.59,7.5,1.88,200,2056,2367,56,4,4.27,43.9,50.54,1.2,0.09
Bagmati,Ramechhap,Likhu Tamakoshi,NP03,NP0321,NP0321406,5296,5218,72,2,4,4229,765,244,54,4,4238,989,21,20,3,24,0,1,4270,483,16,256,265,6,0,0,3562,151,48,36,1471,28,1335,3359,0,19,177,155,248,0,3,4842,396,4,0,49,4,1,5192,89,12,0,3,171,4367,727,3,28,403,4893,2214,1576,59,4635,2233,121,285,24,269,139,277,197,3,2,2094,2002,843,277,80,39.54,37.8,15.92,5.23,1.51,258,1266,3721,51,0,4.87,23.9,70.26,0.96,0
Bagmati,Ramechhap,Ramechhap,NP03,NP0321,NP0321302,6627,6398,164,28,37,5266,1041,256,60,4,5475,1072,22,35,2,14,6,1,5698,507,117,37,258,9,0,1,4703,53,19,9,1795,48,4160,1855,0,29,226,267,84,1,5,5887,716,1,1,20,2,0,6550,38,13,2,24,146,5836,470,10,165,436,6191,2501,2902,99,5633,3350,421,546,39,547,71,386,262,19,9,2012,2771,1314,367,163,30.36,41.81,19.83,5.54,2.46,345,1691,4483,103,5,5.21,25.52,67.65,1.55,0.08
Bagmati,Ramechhap,Manthali,NP03,NP0321,NP0321301,10991,10041,893,38,19,7680,2062,1156,75,18,7579,3289,25,34,5,56,0,3,8121,2114,64,340,344,7,0,1,5566,261,32,58,5001,73,3806,5807,0,236,562,437,135,1,7,8132,2833,7,1,13,3,2,10872,81,23,1,14,338,9503,977,7,166,664,10327,4863,5412,448,9350,5125,791,1125,129,1254,249,2832,1422,64,26,2851,3856,2077,1276,931,25.94,35.08,18.9,11.61,8.47,1971,3119,5761,138,2,17.93,28.38,52.42,1.26,0.02
Bagmati,Ramechhap,Khandadevi,NP03,NP0321,NP0321405,5501,5380,101,16,4,4617,743,97,36,8,4901,534,8,20,2,34,0,2,4895,253,97,188,64,2,0,2,4097,248,24,19,1102,11,3245,1658,0,105,153,312,23,2,3,5030,462,2,0,3,2,2,5390,89,11,0,11,300,4405,713,2,81,624,4877,2418,1574,25,4434,1949,104,121,21,405,108,452,156,2,3,2388,2086,867,134,26,43.41,37.92,15.76,2.44,0.47,95,1137,4168,98,3,1.73,20.67,75.77,1.78,0.05
Bagmati,Ramechhap,Doramba,NP03,NP0321,NP0321402,5062,5038,22,1,1,4474,442,99,31,16,4406,599,14,8,3,29,0,3,4601,246,14,54,136,7,0,4,3944,159,27,12,910,10,1384,3507,0,10,78,72,4,0,7,4859,194,3,0,5,1,0,5009,44,3,1,5,141,3098,1668,36,119,876,4186,1610,1136,25,3826,1876,184,353,18,133,11,11,18,0,1,2585,1689,680,101,7,51.07,33.37,13.43,2,0.14,61,821,4112,67,1,1.21,16.22,81.23,1.32,0.02
Bagmati,Ramechhap,Sunapati,NP03,NP0321,NP0321401,4193,4132,49,7,5,3401,579,174,29,10,3468,660,11,8,3,26,4,13,3367,299,69,425,25,3,0,5,3030,75,13,38,1003,34,2532,1243,0,3,31,345,24,0,15,3921,243,5,0,4,18,2,4108,60,15,0,10,195,2836,1031,11,120,321,3872,1677,1498,22,3557,2048,124,227,27,472,95,380,104,2,2,1583,1576,825,184,25,37.75,37.59,19.68,4.39,0.6,91,844,3063,190,5,2.17,20.13,73.05,4.53,0.12
Bagmati,Sindhuli,Dudhouli,NP03,NP0320,NP0320302,16110,15739,299,23,49,2895,3407,1980,7762,66,4049,6593,851,4350,45,18,3,201,4631,2398,500,8403,131,23,0,24,7952,206,72,198,7612,70,2471,4515,1922,1461,4598,942,61,115,25,11874,3968,23,5,232,4,4,14004,1868,93,3,142,137,8959,6223,86,705,1294,14816,2732,6693,98,12176,8869,635,1640,122,2120,1997,7827,2250,40,17,5026,3714,4569,2107,694,31.2,23.05,28.36,13.08,4.31,957,4819,6795,3415,124,5.94,29.91,42.18,21.2,0.77
Bagmati,Sindhuli,Phikkal,NP03,NP0320,NP0320407,3436,3354,70,5,7,2945,395,35,54,7,3033,355,6,29,3,10,0,0,2923,130,217,6,158,1,0,1,2773,58,17,4,577,7,2308,1034,1,10,60,5,17,0,1,3163,264,0,0,4,3,2,1913,1450,29,0,44,70,2975,342,5,44,259,3177,1701,504,18,2983,1535,90,190,21,259,15,131,65,0,1,1562,1330,409,104,31,45.46,38.71,11.9,3.03,0.9,73,607,2611,142,3,2.12,17.67,75.99,4.13,0.09
Bagmati,Sindhuli,Tinpatan,NP03,NP0320,NP0320406,7918,7807,93,15,3,3436,1921,361,2181,19,4205,2920,376,391,1,6,0,19,4169,583,382,2564,213,5,0,2,4867,96,27,61,2840,27,2190,4255,72,131,342,857,58,2,11,6857,1025,1,0,33,1,1,7457,407,19,0,35,75,6079,1645,22,97,486,7432,3511,2746,54,6908,4635,279,1508,42,871,186,1427,444,10,2,2395,2309,2203,757,254,30.25,29.16,27.82,9.56,3.21,379,2411,4467,638,23,4.79,30.45,56.42,8.06,0.29
Bagmati,Sindhuli,Golanjor,NP03,NP0320,NP0320405,4527,4264,246,3,14,3045,1155,240,68,19,2998,1423,41,34,1,28,0,2,3495,611,273,106,40,1,0,1,2822,117,26,24,1516,22,1778,2358,10,47,83,201,38,11,1,3679,788,6,3,48,1,2,4041,466,9,1,10,108,3862,483,14,60,230,4297,2117,1326,38,3849,2155,184,355,33,433,53,685,297,13,6,1549,1415,929,428,206,34.22,31.26,20.52,9.45,4.55,519,1080,2806,117,5,11.46,23.86,61.98,2.58,0.11
Bagmati,Sindhuli,Kamalamai,NP03,NP0320,NP0320301,18135,15744,2239,95,57,3435,6321,4188,4125,66,3240,11494,2085,1167,19,80,3,47,6048,6323,145,5337,255,16,0,11,5227,322,103,350,12053,80,7976,4839,313,1565,1799,1123,75,405,40,8497,9460,38,5,124,7,4,17692,317,24,4,98,235,15184,2452,40,224,654,17481,7859,9167,620,13970,13077,2176,6186,500,3197,1109,8869,4202,272,44,2650,2944,4195,5039,3307,14.61,16.23,23.13,27.79,18.24,5563,6357,5071,1125,19,30.68,35.05,27.96,6.2,0.1
Bagmati,Sindhuli,Sunkoshi,NP03,NP0320,NP0320404,4987,4727,204,13,43,3796,852,250,59,30,3775,1114,17,17,1,58,0,5,4207,537,42,165,34,1,0,1,3649,114,37,16,1158,13,1904,2836,8,10,82,92,48,3,4,3897,1055,3,0,19,11,2,3753,1220,4,0,10,95,4756,76,5,55,391,4596,2206,1569,68,4311,2624,130,499,36,464,71,656,268,8,3,1434,2024,1007,396,126,28.75,40.59,20.19,7.94,2.53,425,1263,3251,47,1,8.52,25.33,65.19,0.94,0.02
Bagmati,Sindhuli,Ghyanglekha,NP03,NP0320,NP0320403,2868,2790,52,9,17,2366,203,60,229,10,2488,274,27,55,1,20,1,2,2732,110,17,4,3,0,0,2,2429,39,8,15,372,5,1562,1162,3,3,103,29,4,1,1,2617,241,1,0,9,0,0,1829,988,20,3,28,40,1993,757,34,44,286,2582,950,393,22,2286,1502,53,484,10,71,5,45,19,0,4,1381,1042,329,99,17,48.15,36.33,11.47,3.45,0.59,70,375,2358,62,3,2.44,13.08,82.22,2.16,0.1
Bagmati,Sindhuli,Marin,NP03,NP0320,NP0320402,6044,5813,203,7,21,1517,1353,557,2586,31,1781,2419,1160,593,5,17,0,69,2143,991,187,2698,18,3,0,4,3502,60,26,47,2387,22,831,2045,567,358,1677,421,134,10,1,4627,1338,20,0,56,1,2,4497,1439,34,1,73,22,4091,1413,30,488,717,5327,1271,1209,14,4495,3314,213,505,34,520,262,1440,367,3,4,2579,1154,1324,782,205,42.67,19.09,21.91,12.94,3.39,639,1399,2669,1256,81,10.57,23.15,44.16,20.78,1.34
Bagmati,Sindhuli,Hariharpurgaghi,NP03,NP0320,NP0320401,5292,5209,64,9,10,1463,899,192,2704,34,1643,1351,1375,827,8,26,1,61,2470,248,361,2199,3,9,0,2,3506,55,33,37,1649,12,825,2312,277,132,1363,333,45,0,5,4628,643,8,0,6,3,4,1399,3765,39,1,88,24,3116,1573,38,541,678,4614,1658,493,20,4220,2617,103,689,11,305,111,281,59,0,2,2540,1395,1040,284,33,48,26.36,19.65,5.37,0.62,97,999,2753,1306,137,1.83,18.88,52.02,24.68,2.59
Bagmati,Makwanpur,Indrasarowar,NP03,NP0331,NP0331405,3403,3286,77,26,14,2570,643,83,20,87,2452,758,13,2,1,175,0,2,2828,451,7,52,59,5,0,1,2470,103,17,8,770,35,1343,1811,7,44,97,31,64,2,4,2519,880,1,0,2,1,0,3355,25,17,0,6,94,2585,632,0,92,195,3208,1053,1566,13,2839,1786,84,364,39,429,27,55,116,11,3,1001,1315,696,303,88,29.42,38.64,20.45,8.9,2.59,305,812,2156,126,4,8.96,23.86,63.36,3.7,0.12
Bagmati,Makwanpur,Thaha,NP03,NP0331,NP0331301,9749,9109,605,22,13,5798,2714,824,279,134,5562,3691,90,7,16,369,1,13,7092,2277,17,201,141,16,0,5,5817,372,71,38,3401,50,3237,5065,50,46,156,1140,48,4,3,6095,3582,18,1,41,12,0,9527,175,28,0,19,236,7587,1761,15,150,293,9456,3445,5597,93,8406,6784,708,1226,130,1545,183,338,386,22,14,1731,3132,2884,1555,447,17.76,32.13,29.58,15.95,4.59,1408,3290,4729,311,11,14.44,33.75,48.51,3.19,0.11
Bagmati,Makwanpur,Kailash,NP03,NP0331,NP0331403,4391,4314,64,6,7,3716,450,16,196,13,3522,567,194,25,1,73,0,9,3967,85,289,26,21,2,0,1,3688,121,26,10,533,13,1559,2306,9,43,52,398,13,5,6,3914,467,1,0,8,1,0,2978,1269,62,1,81,105,1457,2200,34,595,669,3722,1206,747,9,3493,2049,65,413,23,208,86,165,53,2,3,2660,1062,490,165,14,60.58,24.19,11.16,3.76,0.32,55,564,3176,554,42,1.25,12.84,72.33,12.62,0.96
Bagmati,Makwanpur,Raksirang,NP03,NP0331,NP0331402,5044,5018,19,3,4,3480,576,23,951,14,3376,612,924,67,3,47,0,15,4112,90,700,55,82,2,0,3,4014,273,28,11,716,2,1054,3613,25,41,233,68,7,3,0,4605,427,7,0,4,0,1,2997,1822,42,1,182,198,1958,1780,23,1085,580,4464,3909,710,6,4116,2547,40,504,22,137,40,224,54,1,2,2962,1355,501,196,30,58.72,26.86,9.93,3.89,0.59,136,693,3322,813,80,2.7,13.74,65.86,16.12,1.59
Bagmati,Makwanpur,Manahari,NP03,NP0331,NP0331401,10724,10125,524,43,32,1600,5063,1434,2547,80,842,7566,2018,92,26,90,0,90,8190,2101,225,153,45,8,0,2,2668,162,78,77,7685,54,1974,5201,2171,431,545,326,36,3,37,4488,6146,31,1,56,1,1,10315,295,56,0,58,265,6713,3071,116,559,424,10300,5432,5967,99,8613,8127,705,3788,184,1511,1428,6365,2966,94,24,1338,1299,2939,3568,1580,12.48,12.11,27.41,33.27,14.73,2911,4770,2419,587,37,27.14,44.48,22.56,5.47,0.35
Bagmati,Makwanpur,Hetauda,NP03,NP0331,NP0331201,46566,38531,7411,350,274,8408,25817,10279,1823,239,2663,41147,1723,153,100,231,43,506,21276,23485,222,1065,425,75,0,18,4473,785,602,1043,39496,167,29532,11613,2270,460,1687,713,116,69,106,8122,37806,190,2,405,34,7,45934,510,73,2,47,1464,35377,8878,162,685,678,45888,17457,33712,2734,32300,40959,11855,28397,2467,19216,9988,37211,24778,4316,636,1371,1918,7449,15722,20106,2.94,4.12,16,33.76,43.18,25611,16440,3874,594,47,55,35.3,8.32,1.28,0.1
Bagmati,Makwanpur,Bhimphedi,NP03,NP0331,NP0331404,5085,4788,161,107,29,3879,819,104,262,21,3090,1592,184,31,2,183,0,3,4653,300,81,18,27,4,0,2,2612,98,10,9,2343,13,2300,2641,4,0,75,30,15,2,18,3718,1310,21,2,31,1,2,4957,94,24,1,9,150,4187,472,27,249,271,4814,1446,2726,77,4079,3237,200,417,76,588,138,889,710,41,4,1098,1674,1492,578,243,21.59,32.92,29.34,11.37,4.78,434,2106,2414,127,4,8.53,41.42,47.47,2.5,0.08
Bagmati,Makwanpur,Makawanpurgadhi,NP03,NP0331,NP0331406,5285,5075,172,13,25,2983,1827,154,273,48,2715,2103,218,48,7,79,0,115,4712,389,125,17,32,5,0,5,2891,75,39,15,2233,32,2667,1597,243,32,492,189,61,1,3,3868,1380,9,0,23,3,2,5036,199,38,2,10,193,3978,788,28,298,265,5020,1750,2546,28,4602,3281,365,606,26,841,212,1457,824,18,9,1454,1278,1281,888,384,27.51,24.18,24.24,16.8,7.27,824,1524,2646,274,17,15.59,28.84,50.07,5.18,0.32
Bagmati,Makwanpur,Bakaiya,NP03,NP0331,NP0331407,8913,8714,166,6,27,3583,2376,808,2117,29,3181,3652,1876,88,10,72,1,33,6511,1033,412,909,35,6,0,7,4902,123,48,50,3760,30,2077,3491,758,358,1530,464,204,1,30,7027,1825,17,3,25,6,10,7507,1230,105,3,68,468,2495,4439,133,1378,826,8087,2659,3223,80,7402,4618,397,1773,57,1031,639,2999,1054,8,2,3346,1803,2148,1197,419,37.54,20.23,24.1,13.43,4.7,409,2906,4083,1371,144,4.59,32.6,45.81,15.38,1.62
Bagmati,Makwanpur,Bagmati,NP03,NP0331,NP0331408,6460,6330,118,6,6,2539,1882,272,1740,27,2614,2335,1120,332,29,10,0,20,4170,569,442,1257,16,6,0,0,3608,123,41,63,2612,13,1064,2914,332,166,1416,500,64,3,1,5188,1219,5,0,44,4,0,6000,363,55,2,40,52,3238,1958,80,1132,581,5879,929,1826,30,5285,3070,156,364,29,522,295,2057,379,2,1,2639,1437,1601,638,145,40.85,22.24,24.78,9.88,2.24,443,1824,3068,997,128,6.86,28.24,47.49,15.43,1.98
Bagmati,Chitawan,Rapti,NP03,NP0335,NP0335304,15215,14262,785,101,67,5021,5812,2834,1485,63,4034,9728,997,289,20,49,14,84,10659,3875,402,89,160,14,0,16,4046,213,98,197,10601,60,6862,4259,3601,49,291,99,17,7,30,5514,9360,47,4,269,17,4,13577,1353,66,4,215,186,7550,6763,92,624,754,14461,3776,8267,479,10581,11639,2446,6153,304,3925,7335,10713,6551,797,84,2355,1542,3292,4303,3723,15.48,10.13,21.64,28.28,24.47,4361,6632,3543,610,69,28.66,43.59,23.29,4.01,0.45
Bagmati,Chitawan,Kalika,NP03,NP0335,NP0335301,12258,11538,638,25,57,3721,5437,2109,904,87,2572,8527,668,287,77,63,8,56,8444,3402,194,36,146,20,0,16,2445,103,286,179,9191,54,7534,3016,549,227,309,529,64,4,26,3756,8273,26,13,189,0,1,11412,631,36,3,176,140,5286,6323,79,430,558,11700,4095,7513,124,9012,9792,1837,5465,341,4312,7893,9502,5551,518,56,1513,997,2581,3813,3354,12.34,8.13,21.06,31.11,27.36,3752,5722,2087,616,81,30.61,46.68,17.03,5.03,0.66
Bagmati,Chitawan,Ichchha Kamana,NP03,NP0335,NP0335401,6185,5477,669,22,17,2904,1761,1060,447,13,2655,2841,464,47,6,69,2,101,4477,1326,251,4,116,6,0,5,3035,235,49,20,2830,16,2303,3438,23,5,177,89,141,3,6,3718,2407,15,0,33,3,9,5029,970,60,2,124,136,3753,1877,68,351,393,5792,1911,2201,123,4893,4154,638,1449,179,1130,779,2207,1027,49,7,1736,1213,1294,1173,769,28.07,19.61,20.92,18.97,12.43,1490,1684,2572,406,33,24.09,27.23,41.58,6.56,0.53
Bagmati,Chitawan,Bharatpur,NP03,NP0335,NP0335101,96591,70094,24577,1246,674,7203,49107,38710,1188,383,4373,89349,630,930,247,450,26,586,48020,46654,849,254,681,87,0,46,5295,1001,1378,6539,81831,547,50365,12586,29623,1555,1243,634,11,397,177,9824,84961,710,26,1043,2,25,95632,793,71,3,92,2254,76210,17410,353,364,1179,95412,37107,65315,7742,63614,86767,27906,65993,6279,46241,59288,85003,59389,13135,3173,1175,2282,11054,31618,50462,1.22,2.36,11.44,32.73,52.24,57614,34176,4115,649,37,59.65,35.38,4.26,0.67,0.04
Bagmati,Chitawan,Ratnanagar,NP03,NP0335,NP0335302,22403,18667,3440,110,186,4429,9967,7541,430,36,3358,18313,108,387,20,39,22,156,9725,12248,145,76,155,31,0,23,2332,379,328,1123,18164,77,14028,3224,4460,34,204,150,4,270,29,2818,19094,125,9,350,1,6,22207,153,20,0,23,479,14907,6800,74,143,251,22152,9552,16330,1532,15916,20237,6395,13910,1097,10484,15888,19542,13661,2700,535,291,1115,3665,7066,10266,1.3,4.98,16.36,31.54,45.82,11599,8959,1643,194,8,51.77,39.99,7.33,0.87,0.04
Bagmati,Chitawan,Khairahani,NP03,NP0335,NP0335303,16395,14219,1913,175,88,1962,7676,5776,930,51,1637,13615,172,657,101,46,0,167,8203,7720,157,48,236,25,0,6,1544,193,138,338,14117,65,8159,2123,5781,24,218,54,0,4,32,2443,13319,100,7,517,3,6,16166,187,20,0,22,514,10326,5267,165,123,243,16152,7118,11509,721,11228,14414,3585,10293,643,7335,11871,14520,9207,1376,286,305,870,2652,5588,6980,1.86,5.31,16.18,34.08,42.57,7877,6755,1488,266,9,48.05,41.2,9.08,1.62,0.05
Bagmati,Chitawan,Madi,NP03,NP0335,NP0335305,10120,9571,306,46,197,2097,3208,1640,3136,39,1488,5465,1546,1494,28,11,5,83,6253,1840,885,1093,35,9,0,5,4228,106,111,84,5530,61,1615,2180,4289,521,669,623,183,11,29,4741,4635,69,11,653,2,9,8397,1468,51,2,202,59,6579,2764,117,601,414,9706,4003,4318,72,7313,7405,1036,3068,93,2386,4598,6409,2571,97,25,1978,1770,2512,2401,1459,19.55,17.49,24.82,23.73,14.42,1751,3940,2799,1382,248,17.3,38.93,27.66,13.66,2.45
Gandaki,Gorkha,Chumanubri,NP04,NP0436,NP0436401,2068,1997,38,9,24,1858,138,30,39,3,1802,152,96,15,0,2,0,1,1421,65,35,0,435,112,0,0,523,1325,34,8,170,8,1400,457,0,13,46,113,32,2,5,1866,185,2,1,2,11,1,1744,306,1,1,16,214,665,786,122,281,819,1249,58,407,32,1012,509,15,66,0,2,0,2,53,6,0,1384,478,144,52,10,66.92,23.11,6.96,2.51,0.48,51,284,1589,143,1,2.47,13.73,76.84,6.91,0.05
Gandaki,Gorkha,Ajirkot,NP04,NP0436,NP0436402,3622,3500,110,3,9,2055,1324,157,84,2,1879,1565,40,4,4,125,0,5,3264,306,3,3,42,3,0,1,1012,92,48,7,2439,24,718,2727,0,1,35,126,4,0,11,2990,601,3,0,27,1,0,3460,132,10,1,19,74,2478,990,57,23,237,3385,1054,1664,28,3131,1714,62,98,13,131,12,74,111,5,1,452,1361,1461,303,45,12.48,37.58,40.34,8.37,1.24,317,1951,1307,44,3,8.75,53.87,36.09,1.21,0.08
Gandaki,Gorkha,Barpak Sulikot,NP04,NP0436,NP0436403,6283,6101,136,9,37,2710,2615,767,185,6,2621,3376,104,7,5,168,1,1,5110,1108,9,6,44,6,0,0,2227,156,61,23,3768,48,3459,2062,0,15,70,663,6,1,7,4845,1398,11,0,21,7,1,6131,127,11,1,13,751,4245,1075,136,76,629,5654,1530,2572,46,4837,2890,130,817,40,153,28,84,242,2,5,1202,1559,2443,996,83,19.13,24.81,38.88,15.85,1.32,828,3156,2174,123,2,13.18,50.23,34.6,1.96,0.03
Gandaki,Gorkha,Dharche,NP04,NP0436,NP0436404,3808,3740,54,8,6,2838,822,88,57,3,2842,740,161,6,1,56,1,1,3504,146,5,5,79,67,0,2,2937,166,13,11,672,9,1539,1824,0,2,13,423,1,0,6,3548,252,1,0,0,5,2,3483,314,1,0,10,354,2482,783,85,104,743,3065,322,953,30,2714,1402,46,271,9,44,4,9,37,0,0,1610,1484,609,90,15,42.28,38.97,15.99,2.36,0.39,86,899,2719,102,2,2.26,23.61,71.4,2.68,0.05
Gandaki,Gorkha,Aarughat,NP04,NP0436,NP0436406,6176,5787,356,14,19,2708,2838,493,117,20,2296,3615,37,4,3,216,2,3,4932,1156,11,4,61,12,0,0,1500,132,33,22,4449,40,2861,2615,0,3,118,558,13,0,8,4370,1759,10,0,27,9,1,5988,138,22,0,28,220,3281,2591,11,73,522,5654,1304,2855,141,4640,2882,202,480,134,366,78,1062,658,13,2,838,1585,2558,893,302,13.57,25.66,41.42,14.46,4.89,961,3036,2031,146,2,15.56,49.16,32.89,2.36,0.03
Gandaki,Gorkha,Bhimsenthapa,NP04,NP0436,NP0436407,5239,5158,64,9,8,2544,2264,364,53,14,2314,2804,23,11,17,68,0,2,4127,999,11,5,93,3,0,1,1735,81,17,4,3370,32,2926,1336,0,43,91,810,30,0,3,4045,1141,3,0,44,6,0,5118,97,16,0,8,304,4245,661,5,24,216,5023,2751,3118,53,4591,2344,157,960,34,355,83,1096,495,9,9,649,1379,2209,823,179,12.39,26.32,42.16,15.71,3.42,539,2800,1821,74,5,10.29,53.45,34.76,1.41,0.1
Gandaki,Gorkha,Siranchowk,NP04,NP0436,NP0436405,5958,5767,163,7,21,2545,3003,314,87,9,2369,3444,54,21,3,62,3,2,4593,1127,20,16,195,5,0,2,1987,126,32,9,3755,49,3172,1971,0,18,69,671,52,0,5,4449,1419,6,7,68,8,1,5826,75,24,1,32,114,4560,1221,16,47,325,5633,2051,2822,70,4873,2730,171,529,213,282,164,989,422,48,21,1110,1210,2442,986,210,18.63,20.31,40.99,16.55,3.52,913,2903,2051,87,4,15.32,48.72,34.42,1.46,0.07
Gandaki,Gorkha,Palungtar,NP04,NP0436,NP0436301,11072,10449,555,17,51,4000,5521,1419,120,12,3426,7442,79,42,13,59,1,10,8060,2607,62,47,287,7,0,2,2799,210,79,74,7848,62,4075,4519,0,454,523,1388,87,1,25,6067,4633,39,1,319,13,0,10802,175,50,6,39,216,6971,3715,28,142,448,10624,4238,6503,144,8339,6965,721,3660,171,1053,275,4683,2465,57,8,1169,1758,4063,2808,1274,10.56,15.88,36.7,25.36,11.51,2642,5058,3019,342,11,23.86,45.68,27.27,3.09,0.1
