province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,home_ownership_owned,home_ownership_rented,home_ownership_institutional,home_ownership_other,foundation_mud,foundation_mud_bonded_bricks_stone,foundation_cement_bonded_bricks_stone,foundation_reinforced_cement_concrete_with_pillars,foundation_wooden_pillars,outer_wall_mud_bonded_bricks_stone,outer_wall_cement_bonded_bricks_stone,outer_wall_wood_planks,outer_wall_bamboo,outer_wall_unbaked_bricks,outer_wall_galvanised_sheet,outer_wall_prefabricated_sheet,outer_wall_other,roof_galvanised_sheet,roof_reinforced_cement_concrete,roof_thatch_straw,roof_tile,roof_stone_slate,roof_wood_planks,roof_mud,roof_other,floor_mud,floor_wooden_plank_bamboo,floor_bricks_stone,floor_ceramic_tile,floor_cemented,floor_other,drinking_water_tap_piped_within_premises,drinking_water_tap_piped_outside_premises,drinking_water_tubewell_handpump,drinking_water_covered_well_kuwa,drinking_water_uncovered_well_kuwa,drinking_water_spout_water,drinking_water_river_stream,drinking_water_jar_bottle,drinking_water_other,cooking_fuel_wood_firewood,cooking_fuel_lpg,cooking_fuel_electricity,cooking_fuel_cowdung,cooking_fuel_biogas,cooking_fuel_kerosene,cooking_fuel_other,lighting_electricity,lighting_solar,lighting_kerosene,lighting_biogas,lighting_other,toilet_flush_public_sewerage,toilet_flush_septic_tank,toilet_pit,toilet_public,toilet_no_toilet,hh_amenities_without,hh_amenities_at_least_one,hh_amenities_radio,hh_amenities_television,hh_amenities_landline,hh_amenities_mobile_phone_ordinary,hh_amenities_mobile_phone_smart,hh_amenities_computer_laptop,hh_amenities_internet,hh_amenities_car_jeep_van,hh_amenities_motorcycle_scooter,hh_amenities_bicycle,hh_amenities_electric_fan,hh_amenities_refridgerator,hh_amenities_washing_machine,hh_amenities_air_conditioner,wealth_quintile_poorest_quintile_count,wealth_quintile_poorer_quintile_count,wealth_quintile_middle_quintile_count,wealth_quintile_richer_quintile_count,wealth_quintile_richest_quintile_count,wealth_quintile_poorest_quintile_pc,wealth_quintile_poorer_quintile_pc,wealth_quintile_middle_quintile_pc,wealth_quintile_richer_quintile_pc,wealth_quintile_richest_quintile_pc,house_quality_most_adequate_count,house_quality_adequate_count,house_quality_moderate_count,house_quality_inadequate_count,house_quality_least_adequate_count,house_quality_most_adequate_pc,house_quality_adequate_pc,house_quality_moderate_pc,house_quality_inadequate_pc,house_quality_least_adequate_pc
Gandaki,Nawalparasi East,Binayi Tribeni,NP04,NP0447,NP0447404,9076,8151,765,69,91,1758,3620,2554,1114,30,1606,6310,734,323,33,34,0,36,4832,3223,201,760,21,31,0,8,2527,78,51,118,6263,39,1880,2083,3284,872,256,399,57,83,162,4624,4263,24,9,148,3,5,8624,378,45,0,29,308,4555,3939,46,228,243,8833,2227,5076,288,6512,6945,861,3329,253,2386,3315,7140,3449,224,62,1140,1205,2211,2651,1869,12.56,13.28,24.36,29.21,20.59,2252,4071,2108,608,37,24.81,44.85,23.23,6.7,0.41
Gandaki,Syangja,Putalibazar,NP04,NP0441,NP0441301,11881,9780,1882,104,115,6356,2921,2579,20,5,5538,6120,33,15,11,6,0,158,7146,4393,61,7,211,58,0,5,4270,200,108,153,7104,46,5613,5232,0,29,84,832,60,2,29,5890,5820,17,0,145,6,3,11760,83,25,3,10,350,9440,1955,40,96,245,11636,5531,8370,524,9420,8745,1874,4757,390,2438,475,4318,3442,404,28,1204,2724,2872,2465,2616,10.13,22.93,24.17,20.75,22.02,3811,4118,3755,195,2,32.08,34.66,31.61,1.64,0.02
Gandaki,Syangja,Phedikhola,NP04,NP0441,NP0441402,3165,2912,201,13,39,2014,694,453,4,0,1610,1543,5,3,2,2,0,0,2051,849,14,2,249,0,0,0,1446,33,15,13,1646,12,1504,1512,0,7,48,81,3,0,10,2131,1018,2,0,13,0,1,3122,35,7,0,1,40,2812,284,5,24,54,3111,1113,2306,67,2640,2432,462,1209,65,556,78,538,625,28,3,317,816,933,690,409,10.02,25.78,29.48,21.8,12.92,673,1218,1247,27,0,21.26,38.48,39.4,0.85,0
Gandaki,Syangja,Aandhikhola,NP04,NP0441,NP0441401,3992,3771,166,13,42,3240,524,218,9,1,2813,1160,5,5,2,5,1,1,3195,457,13,0,327,0,0,0,2575,38,3,16,1340,20,1466,1950,0,3,51,495,14,0,13,3244,729,1,0,17,1,0,3953,28,7,0,4,97,2463,1380,6,46,124,3868,1649,2458,27,3418,2680,304,1030,49,381,74,259,340,9,1,947,1386,1057,422,180,23.72,34.72,26.48,10.57,4.51,274,1136,2356,226,0,6.86,28.46,59.02,5.66,0
Gandaki,Syangja,Arjun Choupari,NP04,NP0441,NP0441403,3808,3582,192,6,28,3094,374,312,28,0,2980,795,8,20,1,4,0,0,2949,533,47,0,278,1,0,0,2708,44,8,16,1007,25,1949,1724,0,5,10,86,23,0,11,3127,675,2,0,3,0,1,3777,18,10,0,3,261,2663,837,2,45,100,3708,1448,2301,74,3117,2786,276,537,34,292,29,397,296,20,6,856,1703,699,365,185,22.48,44.72,18.36,9.59,4.86,407,684,2678,36,3,10.69,17.96,70.33,0.95,0.08
Gandaki,Syangja,Bhirkot,NP04,NP0441,NP0441302,6171,5504,585,17,65,3988,1118,1050,14,1,3678,2458,12,10,3,3,1,6,4199,1799,127,9,26,11,0,0,3515,97,49,58,2433,19,1806,3479,217,108,91,458,7,0,5,3839,2240,4,3,83,2,0,6099,54,11,1,6,233,5458,428,15,37,128,6043,1846,3877,123,5071,4877,736,2834,139,936,230,1816,1549,136,3,787,1705,1701,941,1037,12.75,27.63,27.56,15.25,16.8,1392,1681,3015,82,1,22.56,27.24,48.86,1.33,0.02
Gandaki,Syangja,Biruwa,NP04,NP0441,NP0441404,3954,3693,193,12,56,3355,344,232,21,2,3149,778,9,13,1,1,0,3,3375,377,181,3,17,1,0,0,2836,45,21,19,1013,20,1539,1743,0,10,33,621,2,0,6,3354,551,3,0,42,3,1,3910,31,10,0,3,122,2385,1350,40,57,134,3820,645,2301,47,3074,2739,160,452,39,427,43,468,326,8,3,1122,1597,848,296,91,28.38,40.39,21.45,7.49,2.3,225,882,2600,247,0,5.69,22.31,65.76,6.25,0
Gandaki,Syangja,Harinas,NP04,NP0441,NP0441405,3582,3440,108,3,31,2948,372,247,13,2,2860,700,6,6,2,7,0,1,3119,295,143,2,21,2,0,0,2584,32,8,13,935,10,1811,1325,0,67,111,253,12,0,3,3011,549,2,1,16,1,2,3548,27,6,0,1,162,1957,1423,10,30,105,3477,1113,1892,46,3077,2312,183,164,48,387,175,331,343,3,1,986,1513,761,260,62,27.53,42.24,21.25,7.26,1.73,139,877,2425,139,2,3.88,24.48,67.7,3.88,0.06
Gandaki,Syangja,Chapakot,NP04,NP0441,NP0441305,6251,5793,390,19,49,4228,1126,877,19,1,3964,2262,6,12,2,4,1,0,4616,1550,42,21,19,3,0,0,4018,100,30,25,2044,34,2319,2879,0,77,272,685,3,2,14,4462,1690,5,0,93,1,0,6200,34,10,0,7,354,4832,996,8,61,173,6078,2301,3726,150,5109,4318,487,1731,93,1398,341,3384,1637,46,2,1165,1873,1581,972,660,18.64,29.96,25.29,15.55,10.56,938,1685,3465,163,0,15.01,26.96,55.43,2.61,0
Gandaki,Syangja,Walling,NP04,NP0441,NP0441304,13424,10852,2445,39,88,6297,4937,2113,71,6,6370,6984,12,33,7,13,1,4,6828,6433,97,20,40,4,0,2,5898,286,58,247,6881,54,5308,6590,37,77,85,1192,58,18,59,6241,6818,24,1,334,4,2,13298,108,11,1,6,476,11130,1709,20,89,204,13220,3210,8500,407,9954,11224,2265,7925,509,3711,803,6330,4875,496,34,1242,2548,3143,2879,3612,9.25,18.98,23.41,21.45,26.91,4611,3644,5014,153,2,34.35,27.15,37.35,1.14,0.01
Gandaki,Syangja,Galyang,NP04,NP0441,NP0441303,7933,7135,706,42,50,5471,1292,1139,30,1,5350,2545,4,26,2,5,0,1,5564,2188,169,1,11,0,0,0,5184,115,53,36,2495,50,3832,3736,0,67,70,214,10,1,3,5866,1984,40,0,42,0,1,7892,21,11,1,8,205,3451,4117,32,128,124,7809,2360,5017,200,6435,6581,924,3180,151,1806,178,3893,2520,79,7,1513,2414,1736,1303,967,19.07,30.43,21.88,16.43,12.19,1262,1593,4840,235,3,15.91,20.08,61.01,2.96,0.04
Gandaki,Syangja,Kaligandaki,NP04,NP0441,NP0441406,4762,4412,301,27,22,3369,715,594,79,5,2847,1829,9,70,0,3,0,4,3574,962,182,27,13,3,0,1,3334,118,23,31,1232,24,2090,2285,0,15,101,253,14,1,3,4128,569,6,0,55,3,1,4730,18,14,0,0,311,3739,639,22,51,116,4646,1786,2986,127,3781,3584,394,1281,107,849,139,1330,906,17,8,764,1616,1489,550,343,16.04,33.94,31.27,11.55,7.2,356,1652,2606,143,5,7.48,34.69,54.72,3,0.1
Gandaki,Parbat,Modi,NP04,NP0442,NP0442402,5404,4824,437,67,76,4120,581,640,55,8,3886,1428,31,14,9,20,1,15,3074,709,24,0,1596,1,0,0,3588,59,25,25,1690,17,3549,1379,0,2,39,420,11,0,4,4278,1105,8,1,7,3,2,5354,32,10,3,5,286,2610,2459,21,28,283,5121,2262,3398,270,4660,3875,570,1680,83,357,173,756,537,33,11,1437,1912,999,605,451,26.59,35.38,18.49,11.2,8.35,645,941,3676,141,1,11.94,17.41,68.02,2.61,0.02
Gandaki,Parbat,Jaljala,NP04,NP0442,NP0442401,5961,4971,897,26,67,4149,867,928,11,6,4042,1784,13,6,70,9,0,37,2329,973,26,8,2621,2,0,2,3489,90,22,63,2274,23,2832,2781,0,4,24,307,4,1,8,3797,2141,5,0,17,0,1,5878,52,18,1,12,115,3586,2188,9,63,204,5757,1910,3487,184,4721,4497,691,2603,150,582,153,1061,885,58,3,1263,1670,1313,1095,620,21.19,28.02,22.03,18.37,10.4,1342,884,3488,247,0,22.51,14.83,58.51,4.14,0
Gandaki,Parbat,Kushma,NP04,NP0442,NP0442301,10962,8359,2414,94,95,6733,1974,2192,36,27,6470,4394,42,10,7,26,1,12,5836,3027,30,11,2051,2,0,5,5459,139,68,195,5007,94,5814,4725,0,7,26,358,4,5,23,5944,4981,24,1,7,2,3,10868,71,10,2,11,299,7297,3261,20,85,280,10682,4485,6652,693,8681,8264,1899,5282,354,1808,500,3570,2343,314,33,1815,2856,2188,2106,1997,16.56,26.05,19.96,19.21,18.22,3311,2123,5271,254,3,30.2,19.37,48.08,2.32,0.03
Gandaki,Parbat,Phalebas,NP04,NP0442,NP0442302,5737,5397,279,9,52,4979,525,199,29,5,4798,874,17,16,22,8,0,2,4985,380,58,3,311,0,0,0,4389,84,24,22,1202,16,2171,3050,0,5,191,311,3,1,5,4998,713,5,0,16,4,1,5687,26,13,2,9,113,3331,2229,5,59,161,5576,3311,3353,118,4886,3821,514,1240,45,472,163,669,420,18,5,1582,2461,1100,398,196,27.58,42.9,19.17,6.94,3.42,271,988,4299,178,1,4.72,17.22,74.93,3.1,0.02
Gandaki,Parbat,Mahashila,NP04,NP0442,NP0442404,2057,1953,80,12,12,1958,82,15,2,0,1934,119,3,1,0,0,0,0,1722,45,56,5,228,1,0,0,1860,7,6,5,165,14,1323,683,0,1,7,42,1,0,0,1946,106,1,0,3,0,1,2042,8,3,2,2,63,53,1912,9,20,64,1993,910,1069,18,1689,1381,100,72,9,135,11,10,34,1,0,1012,847,153,42,3,49.2,41.18,7.44,2.04,0.15,9,116,1841,91,0,0.44,5.64,89.5,4.42,0
Gandaki,Parbat,Bihadi,NP04,NP0442,NP0442403,2723,2540,105,8,70,2327,256,114,24,2,2227,466,8,16,1,4,1,0,2359,275,66,14,9,0,0,0,2195,44,17,6,451,10,1535,1017,0,5,19,132,1,0,14,2507,202,3,0,11,0,0,2684,21,8,0,10,182,795,1704,22,20,112,2611,1152,1539,52,2271,2016,152,829,34,342,97,403,207,1,2,778,1051,669,167,58,28.57,38.6,24.57,6.13,2.13,41,439,2076,165,2,1.51,16.12,76.24,6.06,0.07
Gandaki,Parbat,Paiyu,NP04,NP0442,NP0442405,3268,2900,344,10,14,2543,217,483,24,1,2492,738,5,30,1,2,0,0,2593,600,49,2,24,0,0,0,2295,45,47,11,854,16,1770,1347,0,15,31,98,6,0,1,2559,695,4,0,9,1,0,3246,10,5,1,6,97,557,2541,32,41,53,3215,745,1808,48,2798,2662,242,585,59,379,109,663,305,31,2,996,1315,421,342,194,30.48,40.24,12.88,10.47,5.94,424,377,2361,106,0,12.97,11.54,72.25,3.24,0
Gandaki,Baglung,Baglung,NP04,NP0443,NP0443303,15924,11731,3978,147,68,9724,2527,3632,33,8,9400,6416,30,16,17,13,1,31,6608,5261,98,20,3916,19,0,2,7987,260,109,525,6954,89,6618,7508,42,16,70,956,58,643,13,8406,7458,33,1,19,7,0,15700,186,21,2,15,423,11532,3873,48,48,429,15495,4203,9372,1198,11073,12732,3188,8847,493,2894,924,4591,3341,562,64,2056,4117,3513,3310,2928,12.91,25.85,22.06,20.79,18.39,5135,2487,7952,348,2,32.25,15.62,49.94,2.19,0.01
Gandaki,Baglung,Kathekhola,NP04,NP0443,NP0443405,5892,5631,214,10,37,5568,189,107,27,1,5455,392,11,8,13,12,0,1,1283,188,85,5,4326,2,0,3,4997,68,14,4,790,19,1756,3888,0,3,23,190,25,0,7,5493,388,5,0,2,2,2,5808,58,7,0,19,191,5228,420,17,36,141,5751,1973,3074,118,4556,4669,516,1910,150,393,71,60,199,11,3,1007,2902,1714,206,63,17.09,49.25,29.09,3.5,1.07,67,526,5137,161,1,1.14,8.93,87.19,2.73,0.02
Gandaki,Baglung,Tarakhola,NP04,NP0443,NP0443404,2337,2234,71,5,27,2254,73,8,2,0,2201,122,8,1,4,1,0,0,91,35,15,2,2192,2,0,0,2143,24,6,1,155,8,464,1857,0,1,1,11,1,0,2,2242,92,3,0,0,0,0,2301,25,6,1,4,42,1510,771,3,11,46,2291,778,1211,20,1914,1720,177,475,49,130,12,6,33,4,1,648,1201,430,39,19,27.73,51.39,18.4,1.67,0.81,15,105,2193,24,0,0.64,4.49,93.84,1.03,0
Gandaki,Baglung,Tamankhola,NP04,NP0443,NP0443402,2611,2477,103,13,18,2498,92,12,8,1,2547,46,7,6,2,3,0,0,398,21,105,3,2084,0,0,0,2458,23,9,1,115,5,829,1642,0,3,23,112,2,0,0,2434,174,2,0,1,0,0,2566,18,8,0,19,62,1934,558,12,45,160,2451,1223,808,18,2027,1631,97,834,40,41,3,2,7,0,1,931,1194,464,20,2,35.66,45.73,17.77,0.77,0.08,10,105,2344,144,8,0.38,4.02,89.77,5.52,0.31
Gandaki,Baglung,Dhorpatan,NP04,NP0443,NP0443301,7485,6290,1066,12,117,5864,965,608,42,6,5781,1598,58,9,10,26,1,2,2815,1173,72,4,3311,107,0,3,5508,192,17,37,1700,31,2731,4259,0,12,53,407,19,0,4,5304,2152,15,1,6,7,0,7139,194,14,0,138,290,5838,1030,24,303,461,7024,2936,2500,159,5171,5357,366,3140,99,339,87,477,460,22,1,2213,2404,1451,1022,395,29.57,32.12,19.39,13.65,5.28,1251,797,4999,427,11,16.71,10.65,66.79,5.7,0.15
Gandaki,Baglung,Dhorpatan,NP04,NP0443,NP0443598,7485,6290,1066,12,117,5864,965,608,42,6,5781,1598,58,9,10,26,1,2,2815,1173,72,4,3311,107,0,3,5508,192,17,37,1700,31,2731,4259,0,12,53,407,19,0,4,5304,2152,15,1,6,7,0,7139,194,14,0,138,290,5838,1030,24,303,461,7024,2936,2500,159,5171,5357,366,3140,99,339,87,477,460,22,1,2213,2404,1451,1022,395,29.57,32.12,19.39,13.65,5.28,1251,797,4999,427,11,16.71,10.65,66.79,5.7,0.15
Gandaki,Baglung,Nisikhola,NP04,NP0443,NP0443401,5635,5440,153,4,38,5326,269,22,14,4,5290,296,20,8,9,7,4,1,1232,158,132,14,3982,116,0,1,5149,75,10,14,377,10,945,3918,0,22,106,595,34,1,14,5297,323,2,0,11,0,2,5338,116,56,2,123,103,4338,976,19,199,560,5075,1943,1444,20,3889,3198,119,853,22,122,18,12,64,3,0,2436,2554,476,132,37,43.23,45.32,8.45,2.34,0.66,64,332,4495,735,9,1.14,5.89,79.77,13.04,0.16
Gandaki,Baglung,Badigad,NP04,NP0443,NP0443403,6745,6213,455,13,64,5978,391,230,142,4,5908,721,51,27,15,22,0,1,1993,511,470,30,3728,11,0,2,5779,105,26,25,794,16,1828,4298,0,9,115,473,17,1,4,5910,797,5,0,20,12,1,6394,232,31,2,86,201,5085,1382,21,56,317,6428,3095,2302,112,5226,4605,345,2224,78,252,65,359,378,18,4,2073,3025,1119,352,176,30.73,44.85,16.59,5.22,2.61,263,608,5294,563,17,3.9,9.01,78.49,8.35,0.25
Gandaki,Baglung,Galkot,NP04,NP0443,NP0443302,7714,6630,939,17,128,6085,928,661,36,4,5896,1721,44,5,31,10,3,4,1519,1106,136,167,4771,9,0,6,5374,126,87,88,2007,32,2486,4712,0,7,60,410,1,0,38,5981,1705,9,0,12,3,4,7436,253,18,2,5,199,3537,3914,9,55,177,7537,2549,3615,132,6275,6395,769,3524,195,672,119,337,745,154,7,1697,2877,1808,918,414,22,37.3,23.44,11.9,5.37,758,1106,5404,441,5,9.83,14.34,70.05,5.72,0.06
Gandaki,Baglung,Bareng,NP04,NP0443,NP0443406,2925,2717,147,14,47,2744,105,62,13,1,2732,166,18,6,3,0,0,0,1165,135,265,5,1355,0,0,0,2704,37,15,5,158,6,1001,1758,0,5,11,133,10,1,6,2722,194,6,0,1,2,0,2850,46,22,0,7,113,2491,307,2,12,89,2836,1418,1315,32,2363,2130,129,343,22,63,16,6,29,2,1,787,1708,327,84,19,26.91,58.39,11.18,2.87,0.65,74,157,2580,112,2,2.53,5.37,88.21,3.83,0.07
Gandaki,Baglung,Jaimuni,NP04,NP0443,NP0443304,6828,6391,342,30,65,6352,247,194,33,2,6038,701,21,47,14,5,0,2,2696,230,204,5,3690,1,0,2,5368,80,25,14,1317,24,1226,5036,0,8,69,312,149,16,12,6258,547,6,0,6,4,7,6696,92,31,2,7,234,5771,711,12,100,245,6583,2766,3179,89,5485,4840,392,1965,104,284,74,322,210,1,4,1644,3205,1618,236,125,24.08,46.94,23.7,3.46,1.83,191,776,5560,294,7,2.8,11.36,81.43,4.31,0.1
