province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,affected,theme,disaggregation,variable,value
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_10_14,95
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_10_14,99
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_15_19,194
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_15_19,91
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_15_19,103
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_20_24,161
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_20_24,60
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_20_24,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_25_29,147
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_25_29,46
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_25_29,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_30_34,125
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_30_34,40
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_30_34,85
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_35_39,150
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_35_39,49
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_35_39,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_40_44,139
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_40_44,62
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_40_44,77
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_45_49,137
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_45_49,55
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_45_49,82
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_50_54,132
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_50_54,58
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_50_54,74
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_55_59,133
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_55_59,62
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_55_59,71
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_60_64,129
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_60_64,61
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_60_64,68
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_65_69,104
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_65_69,48
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_65_69,56
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_70_74,79
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_70_74,36
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_70_74,43
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_75_79,66
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_75_79,31
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_75_79,35
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_80_84,37
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_80_84,19
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_80_84,18
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_85_89,10
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_85_89,7
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_85_89,3
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_90_94,2
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_90_94,2
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_90_94,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,total,age_group_95plus,1
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,male,age_group_95plus,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,4,affected,population projections 2026,female,age_group_95plus,1
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,population_total,1622
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,population_overall_male,720
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,population_overall_female,902
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_0_4,109
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_0_4,58
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_0_4,51
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_5_9,127
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_5_9,74
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_5_9,53
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_10_14,116
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_10_14,63
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_10_14,53
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_15_19,119
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_15_19,56
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_15_19,63
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_20_24,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_20_24,41
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_20_24,60
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_25_29,98
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_25_29,31
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_25_29,67
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_30_34,100
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_30_34,31
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_30_34,69
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_35_39,86
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_35_39,32
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_35_39,54
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_40_44,78
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_40_44,28
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_40_44,50
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_45_49,107
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_45_49,44
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_45_49,63
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_50_54,102
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_50_54,45
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_50_54,57
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_55_59,105
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_55_59,42
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_55_59,63
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_60_64,106
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_60_64,50
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_60_64,56
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_65_69,92
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_65_69,43
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_65_69,49
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_70_74,80
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_70_74,38
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_70_74,42
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_75_79,51
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_75_79,21
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_75_79,30
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_80_84,27
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_80_84,12
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_80_84,15
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_85_89,13
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_85_89,8
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_85_89,5
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_90_94,5
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_90_94,3
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_90_94,2
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,total,age_group_95plus,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,male,age_group_95plus,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,5,affected,population projections 2026,female,age_group_95plus,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,population_total,2746
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,population_overall_male,1208
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,population_overall_female,1538
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_0_4,179
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_0_4,96
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_0_4,83
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_5_9,176
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_5_9,104
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_5_9,72
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_10_14,186
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_10_14,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_10_14,85
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_15_19,180
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_15_19,97
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_15_19,83
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_20_24,186
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_20_24,76
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_20_24,110
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_25_29,140
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_25_29,44
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_25_29,96
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_30_34,176
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_30_34,58
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_30_34,118
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_35_39,154
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_35_39,67
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_35_39,87
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_40_44,160
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_40_44,63
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_40_44,97
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_45_49,180
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_45_49,70
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_45_49,110
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_50_54,168
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_50_54,73
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_50_54,95
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_55_59,184
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_55_59,82
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_55_59,102
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_60_64,169
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_60_64,70
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_60_64,99
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_65_69,167
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_65_69,65
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_65_69,102
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_70_74,142
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_70_74,58
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_70_74,84
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_75_79,114
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_75_79,49
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_75_79,65
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_80_84,54
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_80_84,23
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_80_84,31
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_85_89,20
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_85_89,9
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_85_89,11
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_90_94,10
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_90_94,3
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_90_94,7
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,total,age_group_95plus,1
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,male,age_group_95plus,0
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6,affected,population projections 2026,female,age_group_95plus,1
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,population_total,2678
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,population_overall_male,1163
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,population_overall_female,1515
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_0_4,175
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_0_4,93
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_0_4,82
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_5_9,180
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_5_9,102
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_5_9,78
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_10_14,192
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_10_14,99
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_10_14,93
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_15_19,178
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_15_19,88
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_15_19,90
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_20_24,176
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_20_24,69
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_20_24,107
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_25_29,148
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_25_29,45
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_25_29,103
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_30_34,150
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_30_34,49
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_30_34,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_35_39,137
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_35_39,44
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_35_39,93
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_40_44,159
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_40_44,62
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_40_44,97
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_45_49,129
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_45_49,53
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_45_49,76
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_50_54,166
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_50_54,61
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_50_54,105
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_55_59,192
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_55_59,85
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_55_59,107
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_60_64,179
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_60_64,78
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_60_64,101
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_65_69,181
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_65_69,79
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_65_69,102
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_70_74,144
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,male,age_group_70_74,66
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,female,age_group_70_74,78
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,7,NA,population projections 2026,total,age_group_75_79,99
